Secretaria de Atenção Primária à Saúde - SAPS/MS 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
Data Ultima Carga: 24/03/2025
"Competência: DEZ/2024, NOV/2024, OUT/2024, SET/2024, AGO/2024, JUL/2024, JUN/2024, MAI/2024, ABR/2024, MAR/2024, FEV/2024, JAN/2024."
Estado: RS.
Indicador: Gestantes com o primeiro atendimento de pré-natal.
Nível: Municipio.


Competência;Uf;Ibge;Municipio;Total Gestantes;
202407;RS;430940;GUAPORÉ;11;
202407;RS;431535;QUINZE DE NOVEMBRO;2;
202407;RS;432237;UNISTALDA;1;
202407;RS;431250;MOSTARDAS;14;
202410;RS;431057;ITAPUCA;2;
202410;RS;430975;IBARAMA;5;
202410;RS;432162;TRAVESSEIRO;1;
202410;RS;432360;VISTA ALEGRE DO PRATA;1;
202409;RS;431950;SÃO SEBASTIÃO DO CAÍ;17;
202409;RS;430517;CERRO GRANDE DO SUL;7;
202409;RS;430530;CHAPADA;14;
202409;RS;431020;IJUÍ;60;
202409;RS;430610;CRUZ ALTA;32;
202409;RS;430500;CATUÍPE;7;
202408;RS;430885;GENTIL;4;
202409;RS;431810;SÃO FRANCISCO DE ASSIS;6;
202404;RS;431790;SANTO CRISTO;9;
202404;RS;431660;SANANDUVA;6;
202403;RS;431740;SANTIAGO;12;
202403;RS;432183;TRÊS FORQUILHAS;5;
202403;RS;430390;CAMPO BOM;22;
202403;RS;431800;SÃO BORJA;33;
202403;RS;431175;MANOEL VIANA;6;
202403;RS;431700;SANTANA DA BOA VISTA;3;
202403;RS;431600;ROLANTE;10;
202403;RS;430512;CERRITO;4;
202401;RS;431413;PAULO BENTO;1;
202401;RS;431675;SANTA CLARA DO SUL;9;
202401;RS;431225;MINAS DO LEÃO;5;
202401;RS;432110;TAPES;6;
202401;RS;431210;MATA;8;
202401;RS;430220;BOA VISTA DO BURICÁ;8;
202401;RS;431000;IBIRUBÁ;17;
202401;RS;430890;GETÚLIO VARGAS;6;
202404;RS;430630;DAVID CANABARRO;6;
202404;RS;432149;TOROPI;2;
202403;RS;430360;CAMBARÁ DO SUL;9;
202404;RS;431170;MACHADINHO;3;
202403;RS;430105;ARROIO DO SAL;12;
202412;RS;430632;DERRUBADAS;4;
202406;RS;431440;PELOTAS;163;
202406;RS;430087;ARARICÁ;9;
202404;RS;430468;CAPELA DE SANTANA;7;
202406;RS;430270;BUTIÁ;10;
202406;RS;431407;PASSO DO SOBRADO;3;
202406;RS;430225;BOA VISTA DO SUL;3;
202406;RS;430420;CANDELÁRIA;22;
202406;RS;431280;NOVA ARAÇÁ;5;
202406;RS;431010;IGREJINHA;45;
202406;RS;431240;MONTENEGRO;39;
202406;RS;431600;ROLANTE;7;
202405;RS;430300;CACHOEIRA DO SUL;57;
202405;RS;430190;BARRA DO RIBEIRO;10;
202405;RS;432166;TRÊS CACHOEIRAS;10;
202405;RS;431475;POÇO DAS ANTAS;1;
202405;RS;430673;DOUTOR MAURÍCIO CARDOSO;2;
202407;RS;430467;CAPIVARI DO SUL;2;
202407;RS;431215;MATO LEITÃO;1;
202407;RS;430840;FORMIGUEIRO;2;
202407;RS;430965;HULHA NEGRA;6;
202407;RS;431445;PINHAL;1;
202410;RS;430695;ENTRE RIOS DO SUL;2;
202410;RS;431545;RELVADO;1;
202410;RS;430885;GENTIL;2;
202409;RS;432237;UNISTALDA;2;
202409;RS;431346;NOVO XINGU;1;
202406;RS;430650;DOM FELICIANO;16;
202409;RS;432040;SERAFINA CORRÊA;12;
202409;RS;430750;ESPUMOSO;9;
202409;RS;431403;PARECI NOVO;2;
202409;RS;430087;ARARICÁ;13;
202409;RS;432350;VISTA ALEGRE;8;
202409;RS;432110;TAPES;5;
202408;RS;431220;MAXIMILIANO DE ALMEIDA;4;
202408;RS;430155;ÁUREA;1;
202409;RS;431244;MORRINHOS DO SUL;2;
202409;RS;431849;SÃO JOSÉ DO INHACORÁ;3;
202409;RS;431217;MATO QUEIMADO;3;
202409;RS;432170;TRÊS COROAS;7;
202409;RS;430140;ARVOREZINHA;3;
202410;RS;430595;COTIPORÃ;3;
202410;RS;431406;PASSA SETE;6;
202404;RS;430020;AJURICABA;3;
202404;RS;431445;PINHAL;9;
202404;RS;431112;JAQUIRANA;5;
202403;RS;430087;ARARICÁ;3;
202404;RS;431270;NONOAI;9;
202404;RS;431695;SANTA MARIA DO HERVAL;3;
202405;RS;431360;PAIM FILHO;5;
202405;RS;430340;CAIÇARA;3;
202405;RS;431125;LAGOÃO;3;
202405;RS;431395;PANTANO GRANDE;7;
202405;RS;430632;DERRUBADAS;4;
202405;RS;430005;ÁGUA SANTA;2;
202401;RS;432166;TRÊS CACHOEIRAS;10;
202411;RS;430750;ESPUMOSO;7;
202411;RS;431050;IRAÍ;6;
202411;RS;431310;NOVA PALMA;3;
202411;RS;430760;ESTÂNCIA VELHA;32;
202411;RS;431415;PAVERAMA;5;
202411;RS;431020;IJUÍ;61;
202411;RS;430860;GARIBALDI;10;
202409;RS;431420;PEDRO OSÓRIO;2;
202409;RS;431301;NOVA CANDELÁRIA;2;
202409;RS;430597;COXILHA;5;
202409;RS;431123;LAGOA BONITA DO SUL;2;
202409;RS;430150;AUGUSTO PESTANA;2;
202409;RS;430583;COQUEIRO BAIXO;1;
202407;RS;431520;PUTINGA;3;
202408;RS;430045;ALEGRIA;4;
202409;RS;431230;MIRAGUAÍ;8;
202408;RS;431535;QUINZE DE NOVEMBRO;1;
202406;RS;431267;NICOLAU VERGUEIRO;1;
202406;RS;431250;MOSTARDAS;11;
202406;RS;431265;NÃO-ME-TOQUE;19;
202406;RS;431580;ROCA SALES;5;
202407;RS;431975;SÃO VENDELINO;1;
202406;RS;431198;MARIANA PIMENTEL;3;
202406;RS;430400;CAMPO NOVO;6;
202406;RS;431113;JARI;1;
202406;RS;430230;BOM JESUS;15;
202406;RS;431610;RONDA ALTA;5;
202406;RS;430240;BOM RETIRO DO SUL;10;
202406;RS;430885;GENTIL;4;
202403;RS;431842;SÃO JOÃO DA URTIGA;1;
202402;RS;431843;SÃO JOÃO DO POLÊSINE;3;
202402;RS;430535;CHARQUEADAS;20;
202402;RS;431478;PONTE PRETA;1;
202406;RS;431290;NOVA BASSANO;8;
202406;RS;431306;NOVA HARTZ;16;
202406;RS;430205;BENJAMIN CONSTANT DO SUL;1;
202406;RS;431930;SÃO PAULO DAS MISSÕES;5;
202406;RS;430965;HULHA NEGRA;6;
202406;RS;430613;CRUZALTENSE;2;
202409;RS;431697;SANTA MARGARIDA DO SUL;1;
202401;RS;431610;RONDA ALTA;4;
202401;RS;431915;SÃO MIGUEL DAS MISSÕES;6;
202407;RS;431402;PARAÍSO DO SUL;4;
202406;RS;431205;MARQUES DE SOUZA;4;
202406;RS;431620;RONDINHA;2;
202406;RS;431406;PASSA SETE;5;
202407;RS;431220;MAXIMILIANO DE ALMEIDA;2;
202401;RS;430360;CAMBARÁ DO SUL;6;
202409;RS;432023;SEDE NOVA;4;
202409;RS;431225;MINAS DO LEÃO;3;
202406;RS;431170;MACHADINHO;8;
202401;RS;431043;IPÊ;4;
202404;RS;432290;VIADUTOS;1;
202402;RS;431936;SÃO PEDRO DAS MISSÕES;6;
202402;RS;431915;SÃO MIGUEL DAS MISSÕES;3;
202402;RS;430225;BOA VISTA DO SUL;5;
202402;RS;430597;COXILHA;3;
202402;RS;431445;PINHAL;2;
202402;RS;430637;DILERMANDO DE AGUIAR;1;
202402;RS;430355;CAMARGO;2;
202402;RS;432330;VILA FLORES;1;
202402;RS;431447;PINHAL GRANDE;2;
202404;RS;430192;BARRA DO RIO AZUL;1;
202404;RS;431513;POUSO NOVO;3;
202403;RS;431912;SÃO MARTINHO DA SERRA;1;
202403;RS;431150;LAVRAS DO SUL;2;
202404;RS;430955;HARMONIA;2;
202404;RS;430745;ESPERANÇA DO SUL;3;
202405;RS;431164;LINHA NOVA;2;
202405;RS;432220;TUPANCIRETÃ;7;
202405;RS;430050;ALPESTRE;5;
202401;RS;430675;DOUTOR RICARDO;1;
202401;RS;431342;NOVO MACHADO;1;
202401;RS;432057;SETE DE SETEMBRO;1;
202401;RS;431555;RIO DOS ÍNDIOS;3;
202403;RS;431470;PLANALTO;6;
202404;RS;431620;RONDINHA;3;
202404;RS;431142;LAJEADO DO BUGRE;2;
202402;RS;432252;VALE VERDE;2;
202402;RS;430100;ARROIO DO MEIO;12;
202402;RS;431300;NOVA BRÉSCIA;1;
202402;RS;430670;DONA FRANCISCA;1;
202403;RS;432190;TRÊS PASSOS;9;
202403;RS;432253;VALE DO SOL;4;
202403;RS;431344;NOVO TIRADENTES;4;
202401;RS;430200;BARROS CASSAL;10;
202401;RS;430710;HERVAL;5;
202405;RS;431339;NOVO CABRAIS;2;
202405;RS;430237;BOM PROGRESSO;3;
202405;RS;431650;SALVADOR DO SUL;5;
202405;RS;431843;SÃO JOÃO DO POLÊSINE;4;
202405;RS;432170;TRÊS COROAS;9;
202403;RS;430005;ÁGUA SANTA;5;
202403;RS;430560;COLORADO;4;
202411;RS;430480;CARLOS BARBOSA;12;
202411;RS;430730;ERVAL SECO;7;
202411;RS;431900;SÃO MARCOS;9;
202411;RS;431950;SÃO SEBASTIÃO DO CAÍ;11;
202411;RS;430215;BOA VISTA DAS MISSÕES;2;
202411;RS;430064;AMETISTA DO SUL;11;
202411;RS;430070;ANTA GORDA;5;
202411;RS;430830;FONTOURA XAVIER;11;
202411;RS;431550;RESTINGA SECA;8;
202411;RS;430110;ARROIO DOS RATOS;15;
202404;RS;430165;BARÃO;3;
202403;RS;430320;CACIQUE DOBLE;3;
202403;RS;432350;VISTA ALEGRE;4;
202412;RS;430670;DONA FRANCISCA;4;
202411;RS;430400;CAMPO NOVO;4;
202411;RS;430370;CAMPINA DAS MISSÕES;6;
202409;RS;430063;AMARAL FERRADOR;4;
202409;RS;430003;ACEGUÁ;4;
202409;RS;432310;VICENTE DUTRA;5;
202408;RS;431346;NOVO XINGU;1;
202408;RS;430995;IBIRAPUITÃ;3;
202407;RS;430090;ARATIBA;2;
202407;RS;431344;NOVO TIRADENTES;1;
202412;RS;430515;CERRO GRANDE;1;
202411;RS;430995;IBIRAPUITÃ;4;
202411;RS;430632;DERRUBADAS;2;
202412;RS;430673;DOUTOR MAURÍCIO CARDOSO;1;
202412;RS;430900;GIRUÁ;15;
202412;RS;430783;EUGÊNIO DE CASTRO;2;
202411;RS;430845;FORTALEZA DOS VALOS;5;
202411;RS;431280;NOVA ARAÇÁ;3;
202412;RS;430360;CAMBARÁ DO SUL;5;
202412;RS;431112;JAQUIRANA;1;
202412;RS;430530;CHAPADA;7;
202412;RS;430960;HORIZONTINA;11;
202412;RS;432023;SEDE NOVA;3;
202406;RS;432050;SERTÃO;4;
202403;RS;430642;DOIS IRMÃOS DAS MISSÕES;1;
202406;RS;431400;PARAÍ;4;
202406;RS;431650;SALVADOR DO SUL;2;
202406;RS;430673;DOUTOR MAURÍCIO CARDOSO;4;
202409;RS;432252;VALE VERDE;2;
202407;RS;431697;SANTA MARGARIDA DO SUL;6;
202407;RS;432032;SENADOR SALGADO FILHO;3;
202407;RS;432085;TABAÍ;4;
202403;RS;432340;VILA MARIA;3;
202402;RS;430513;CERRO BRANCO;1;
202405;RS;431770;SANTO ANTÔNIO DAS MISSÕES;8;
202405;RS;430620;CRUZEIRO DO SUL;2;
202405;RS;430105;ARROIO DO SAL;2;
202412;RS;432232;TURUÇU;4;
202412;RS;431123;LAGOA BONITA DO SUL;2;
202412;RS;430825;FLORIANO PEIXOTO;1;
202412;RS;430200;BARROS CASSAL;5;
202411;RS;431454;PINTO BANDEIRA;1;
202409;RS;431620;RONDINHA;2;
202407;RS;430540;CHIAPETTA;4;
202412;RS;430697;EREBANGO;4;
202411;RS;430063;AMARAL FERRADOR;5;
202411;RS;430880;GENERAL CÂMARA;2;
202411;RS;430090;ARATIBA;6;
202410;RS;431125;LAGOÃO;5;
202401;RS;432375;VITÓRIA DAS MISSÕES;2;
202411;RS;432055;SERTÃO SANTANA;1;
202404;RS;430467;CAPIVARI DO SUL;1;
202404;RS;430410;CAMPOS BORGES;3;
202412;RS;430471;CARAÁ;4;
202405;RS;431175;MANOEL VIANA;4;
202405;RS;431630;ROQUE GONZALES;3;
202404;RS;431242;MORMAÇO;4;
202404;RS;431346;NOVO XINGU;1;
202406;RS;432335;VILA LÂNGARO;1;
202406;RS;431310;NOVA PALMA;1;
202409;RS;430465;CAPÃO DO CIPÓ;2;
202409;RS;430180;BARRACÃO;2;
202407;RS;430175;BARÃO DO TRIUNFO;2;
202407;RS;432335;VILA LÂNGARO;1;
202406;RS;432185;TRÊS PALMEIRAS;6;
202406;RS;431805;SÃO DOMINGOS DO SUL;3;
202406;RS;432232;TURUÇU;2;
202406;RS;431171;MAÇAMBARÁ;3;
202406;RS;430223;BOA VISTA DO INCRA;4;
202411;RS;431333;NOVA RAMADA;3;
202411;RS;431300;NOVA BRÉSCIA;2;
202411;RS;430705;ERNESTINA;1;
202411;RS;430630;DAVID CANABARRO;3;
202408;RS;430020;AJURICABA;2;
202403;RS;430915;GRAMADO XAVIER;1;
202403;RS;430245;BOQUEIRÃO DO LEÃO;4;
202412;RS;431171;MAÇAMBARÁ;3;
202410;RS;431112;JAQUIRANA;2;
202409;RS;430783;EUGÊNIO DE CASTRO;1;
202404;RS;430180;BARRACÃO;4;
202408;RS;430192;BARRA DO RIO AZUL;1;
202408;RS;430485;CARLOS GOMES;2;
202405;RS;431198;MARIANA PIMENTEL;2;
202403;RS;431065;ITATI;2;
202407;RS;431179;MARATÁ;1;
202407;RS;432218;TUPANCI DO SUL;1;
202407;RS;430710;HERVAL;2;
202409;RS;430560;COLORADO;1;
202408;RS;430410;CAMPOS BORGES;2;
202408;RS;431555;RIO DOS ÍNDIOS;3;
202404;RS;430195;BARRA FUNDA;2;
202404;RS;431900;SÃO MARCOS;3;
202402;RS;431335;NOVA ROMA DO SUL;1;
202405;RS;431844;SÃO JORGE;1;
202405;RS;430543;CHUÍ;2;
202412;RS;431517;PROTÁSIO ALVES;1;
202406;RS;430495;CASEIROS;3;
202406;RS;430695;ENTRE RIOS DO SUL;1;
202403;RS;431935;SÃO PEDRO DA SERRA;2;
202404;RS;432253;VALE DO SOL;4;
202401;RS;430066;ANDRÉ DA ROCHA;2;
202403;RS;430485;CARLOS GOMES;1;
202403;RS;431454;PINTO BANDEIRA;1;
202405;RS;430670;DONA FRANCISCA;1;
202402;RS;431402;PARAÍSO DO SUL;1;
202402;RS;430330;CAIBATÉ;2;
202402;RS;431535;QUINZE DE NOVEMBRO;2;
202412;RS;431846;SÃO JOSÉ DO HERVAL;1;
202410;RS;432030;SELBACH;1;
202408;RS;430840;FORMIGUEIRO;4;
202406;RS;431575;RIOZINHO;2;
202411;RS;431217;MATO QUEIMADO;1;
202411;RS;431860;SÃO JOSÉ DO OURO;1;
202406;RS;430692;ENGENHO VELHO;3;
202404;RS;432350;VISTA ALEGRE;2;
202404;RS;430950;GUARANI DAS MISSÕES;4;
202404;RS;432232;TURUÇU;1;
202407;RS;431150;LAVRAS DO SUL;1;
202401;RS;431261;MUITOS CAPÕES;1;
202401;RS;431531;QUATRO IRMÃOS;1;
202401;RS;432370;VISTA GAÚCHA;2;
202411;RS;431342;NOVO MACHADO;1;
202403;RS;431975;SÃO VENDELINO;1;
202403;RS;430673;DOUTOR MAURÍCIO CARDOSO;1;
202405;RS;430490;CASCA;4;
202405;RS;430693;ENTRE-IJUÍS;2;
202403;RS;430260;BRAGA;1;
202403;RS;432132;TAQUARUÇU DO SUL;2;
202403;RS;431339;NOVO CABRAIS;1;
202405;RS;431446;PINHAL DA SERRA;1;
202402;RS;430080;ANTÔNIO PRADO;4;
202402;RS;432225;TUPANDI;1;
202412;RS;430485;CARLOS GOMES;2;
202405;RS;430055;ALTO ALEGRE;1;
202406;RS;430655;DOM PEDRO DE ALCÂNTARA;2;
202408;RS;430670;DONA FRANCISCA;1;
202408;RS;431935;SÃO PEDRO DA SERRA;1;
202411;RS;431036;IMIGRANTE;2;
202411;RS;430740;ESMERALDA;3;
202411;RS;430330;CAIBATÉ;1;
202411;RS;431403;PARECI NOVO;2;
202412;RS;430675;DOUTOR RICARDO;1;
202404;RS;431500;PORTO LUCENA;3;
202404;RS;430632;DERRUBADAS;1;
202404;RS;432085;TABAÍ;1;
202411;RS;430511;CENTENÁRIO;1;
202412;RS;430630;DAVID CANABARRO;1;
202411;RS;430465;CAPÃO DO CIPÓ;2;
202412;RS;430925;GUABIJU;1;
202412;RS;431620;RONDINHA;1;
202412;RS;430215;BOA VISTA DAS MISSÕES;1;
202405;RS;431280;NOVA ARAÇÁ;1;
202401;RS;431755;SANTO ANTÔNIO DO PALMA;1;
202411;RS;430258;BOZANO;1;
202411;RS;431200;MARIANO MORO;1;
202412;RS;430642;DOIS IRMÃOS DAS MISSÕES;1;
202401;RS;431213;MATO CASTELHANO;1;
202403;RS;430195;BARRA FUNDA;1;
202405;RS;430511;CENTENÁRIO;1;
202403;RS;432310;VICENTE DUTRA;1;
202403;RS;431200;MARIANO MORO;1;
202403;RS;431449;PINHEIRINHO DO VALE;1;
202408;RS;431849;SÃO JOSÉ DO INHACORÁ;1;
202409;RS;431335;NOVA ROMA DO SUL;1;
202407;RS;430613;CRUZALTENSE;1;
202404;RS;430980;IBIAÇÁ;1;
202404;RS;430005;ÁGUA SANTA;1;
202402;RS;430195;BARRA FUNDA;1;
202402;RS;430367;CAMPESTRE DA SERRA;1;
202403;RS;431112;JAQUIRANA;1;
202406;RS;431275;NOVA ALVORADA;1;
202404;RS;431335;NOVA ROMA DO SUL;1;
202410;RS;430920;GRAVATAÍ;186;
202410;RS;430512;CERRITO;7;
202410;RS;431675;SANTA CLARA DO SUL;4;
202410;RS;430950;GUARANI DAS MISSÕES;2;
202410;RS;431730;SANTA VITÓRIA DO PALMAR;37;
202410;RS;430210;BENTO GONÇALVES;151;
202410;RS;430610;CRUZ ALTA;101;
202410;RS;430820;FLORES DA CUNHA;19;
202410;RS;431790;SANTO CRISTO;10;
202410;RS;432080;SOLEDADE;46;
202410;RS;431710;SANT'ANA DO LIVRAMENTO;53;
202410;RS;431000;IBIRUBÁ;13;
202410;RS;431050;IRAÍ;6;
202410;RS;430220;BOA VISTA DO BURICÁ;17;
202410;RS;431010;IGREJINHA;61;
202410;RS;432166;TRÊS CACHOEIRAS;11;
202410;RS;431162;LINDOLFO COLLOR;15;
202408;RS;430700;ERECHIM;65;
202408;RS;430520;CERRO LARGO;11;
202408;RS;431400;PARAÍ;4;
202408;RS;431870;SÃO LEOPOLDO;134;
202408;RS;431142;LAJEADO DO BUGRE;5;
202408;RS;431690;SANTA MARIA;132;
202408;RS;430810;FELIZ;7;
202408;RS;430163;BALNEÁRIO PINHAL;3;
202408;RS;431450;PINHEIRO MACHADO;12;
202408;RS;432000;SAPUCAIA DO SUL;71;
202408;RS;430350;CAMAQUÃ;44;
202408;RS;431660;SANANDUVA;8;
202408;RS;431320;NOVA PETRÓPOLIS;16;
202408;RS;430235;BOM PRINCÍPIO;6;
202404;RS;431350;OSÓRIO;38;
202408;RS;432060;SEVERIANO DE ALMEIDA;6;
202408;RS;432260;VENÂNCIO AIRES;36;
202404;RS;432250;VACARIA;56;
202401;RS;430280;CAÇAPAVA DO SUL;29;
202401;RS;432000;SAPUCAIA DO SUL;89;
202401;RS;432253;VALE DO SOL;13;
202401;RS;430060;ALVORADA;144;
202401;RS;431010;IGREJINHA;46;
202401;RS;430480;CARLOS BARBOSA;23;
202401;RS;431265;NÃO-ME-TOQUE;19;
202401;RS;431220;MAXIMILIANO DE ALMEIDA;2;
202401;RS;431960;SÃO SEPÉ;19;
202401;RS;431880;SÃO LOURENÇO DO SUL;24;
202401;RS;430163;BALNEÁRIO PINHAL;9;
202401;RS;430466;CAPÃO DO LEÃO;21;
202402;RS;431490;PORTO ALEGRE;651;
202402;RS;430610;CRUZ ALTA;67;
202402;RS;431113;JARI;5;
202402;RS;431410;PASSO FUNDO;135;
202402;RS;431960;SÃO SEPÉ;21;
202402;RS;430040;ALEGRETE;38;
202402;RS;431170;MACHADINHO;5;
202402;RS;432260;VENÂNCIO AIRES;31;
202402;RS;431940;SÃO PEDRO DO SUL;9;
202402;RS;430690;ENCRUZILHADA DO SUL;11;
202402;RS;432145;TEUTÔNIA;28;
202402;RS;430780;ESTRELA;26;
202402;RS;430463;CAPÃO DA CANOA;51;
202402;RS;430930;GUAÍBA;69;
202402;RS;430750;ESPUMOSO;4;
202402;RS;431267;NICOLAU VERGUEIRO;3;
202402;RS;432160;TRAMANDAÍ;42;
202402;RS;430400;CAMPO NOVO;5;
202402;RS;430085;ARAMBARÉ;4;
202401;RS;430245;BOQUEIRÃO DO LEÃO;8;
202401;RS;430450;CANGUÇU;36;
202401;RS;432163;TRÊS ARROIOS;6;
202401;RS;431550;RESTINGA SECA;17;
202401;RS;430471;CARAÁ;9;
202402;RS;432030;SELBACH;3;
202402;RS;430250;BOSSOROCA;3;
202402;RS;432380;XANGRI-LÁ;11;
202402;RS;431920;SÃO NICOLAU;4;
202402;RS;432100;TAPERA;11;
202402;RS;432190;TRÊS PASSOS;11;
202402;RS;430957;HERVEIRAS;2;
202402;RS;432146;TIO HUGO;2;
202402;RS;430185;BARRA DO GUARITA;2;
202402;RS;431075;IVORÁ;2;
202402;RS;432120;TAQUARA;27;
202409;RS;430470;CARAZINHO;45;
202404;RS;431177;MAQUINÉ;5;
202408;RS;431261;MUITOS CAPÕES;3;
202408;RS;430830;FONTOURA XAVIER;10;
202408;RS;431770;SANTO ANTÔNIO DAS MISSÕES;5;
202408;RS;431570;RIO PARDO;24;
202408;RS;430260;BRAGA;3;
202408;RS;431800;SÃO BORJA;42;
202408;RS;432146;TIO HUGO;6;
202408;RS;431670;SANTA BÁRBARA DO SUL;4;
202404;RS;430650;DOM FELICIANO;21;
202408;RS;431645;SALTO DO JACUÍ;11;
202408;RS;431790;SANTO CRISTO;8;
202408;RS;430490;CASCA;8;
202408;RS;430140;ARVOREZINHA;13;
202408;RS;430110;ARROIO DOS RATOS;13;
202407;RS;430350;CAMAQUÃ;51;
202407;RS;431800;SÃO BORJA;42;
202407;RS;430466;CAPÃO DO LEÃO;40;
202407;RS;431540;REDENTORA;9;
202407;RS;430450;CANGUÇU;42;
202407;RS;430463;CAPÃO DA CANOA;57;
202407;RS;430544;CHUVISCA;6;
202407;RS;432000;SAPUCAIA DO SUL;103;
202407;RS;431170;MACHADINHO;8;
202407;RS;430975;IBARAMA;6;
202407;RS;431020;IJUÍ;71;
202407;RS;430064;AMETISTA DO SUL;10;
202407;RS;431690;SANTA MARIA;109;
202403;RS;431560;RIO GRANDE;108;
202407;RS;432250;VACARIA;43;
202407;RS;431237;MONTE ALEGRE DOS CAMPOS;2;
202407;RS;431673;SANTA CECÍLIA DO SUL;3;
202407;RS;431660;SANANDUVA;9;
202407;RS;431750;SANTO ÂNGELO;36;
202407;RS;431862;SÃO JOSÉ DOS AUSENTES;8;
202407;RS;432147;TIRADENTES DO SUL;5;
202407;RS;430222;BOA VISTA DO CADEADO;4;
202407;RS;431780;SANTO AUGUSTO;9;
202407;RS;432180;TRÊS DE MAIO;20;
202407;RS;430925;GUABIJU;2;
202403;RS;431140;LAJEADO;57;
202403;RS;430470;CARAZINHO;53;
202407;RS;431770;SANTO ANTÔNIO DAS MISSÕES;7;
202407;RS;430690;ENCRUZILHADA DO SUL;13;
202407;RS;430390;CAMPO BOM;35;
202410;RS;432377;WESTFALIA;2;
202409;RS;431180;MARAU;30;
202409;RS;431370;PALMEIRA DAS MISSÕES;41;
202409;RS;431870;SÃO LEOPOLDO;121;
202409;RS;431750;SANTO ÂNGELO;64;
202409;RS;430223;BOA VISTA DO INCRA;3;
202409;RS;430390;CAMPO BOM;25;
202409;RS;432345;VILA NOVA DO SUL;7;
202405;RS;431560;RIO GRANDE;95;
202409;RS;430645;DOIS LAJEADOS;5;
202409;RS;430130;ARROIO GRANDE;16;
202409;RS;431510;PORTO XAVIER;10;
202409;RS;432090;TAPEJARA;12;
202405;RS;432200;TRIUNFO;15;
202409;RS;431830;SÃO GABRIEL;23;
202412;RS;432170;TRÊS COROAS;12;
202412;RS;431010;IGREJINHA;38;
202412;RS;430060;ALVORADA;143;
202412;RS;431950;SÃO SEBASTIÃO DO CAÍ;8;
202412;RS;431306;NOVA HARTZ;18;
202412;RS;432130;TAQUARI;22;
202412;RS;430700;ERECHIM;58;
202412;RS;430640;DOIS IRMÃOS;16;
202412;RS;431720;SANTA ROSA;69;
202412;RS;432260;VENÂNCIO AIRES;38;
202412;RS;431340;NOVO HAMBURGO;147;
202412;RS;432145;TEUTÔNIA;30;
202409;RS;431980;SÃO VICENTE DO SUL;8;
202412;RS;431730;SANTA VITÓRIA DO PALMAR;16;
202412;RS;431000;IBIRUBÁ;20;
202412;RS;431445;PINHAL;7;
202412;RS;431530;QUARAÍ;14;
202412;RS;431930;SÃO PAULO DAS MISSÕES;5;
202405;RS;430558;COLINAS;1;
202405;RS;430450;CANGUÇU;23;
202405;RS;430660;DOM PEDRITO;23;
202405;RS;430100;ARROIO DO MEIO;8;
202405;RS;432000;SAPUCAIA DO SUL;58;
202405;RS;430087;ARARICÁ;10;
202405;RS;430420;CANDELÁRIA;21;
202405;RS;431055;ITACURUBI;1;
202405;RS;431033;IMBÉ;23;
202405;RS;432010;SARANDI;14;
202405;RS;432310;VICENTE DUTRA;4;
202404;RS;430673;DOUTOR MAURÍCIO CARDOSO;3;
202404;RS;430920;GRAVATAÍ;150;
202404;RS;431060;ITAQUI;25;
202404;RS;432130;TAQUARI;18;
202404;RS;431760;SANTO ANTÔNIO DA PATRULHA;20;
202404;RS;432080;SOLEDADE;43;
202404;RS;431800;SÃO BORJA;38;
202404;RS;430210;BENTO GONÇALVES;75;
202404;RS;430645;DOIS LAJEADOS;3;
202404;RS;431480;PORTÃO;27;
202404;RS;431162;LINDOLFO COLLOR;4;
202404;RS;431130;LAGOA VERMELHA;15;
202404;RS;432190;TRÊS PASSOS;13;
202404;RS;432000;SAPUCAIA DO SUL;69;
202404;RS;430690;ENCRUZILHADA DO SUL;23;
202411;RS;430770;ESTEIO;48;
202412;RS;430420;CANDELÁRIA;31;
202411;RS;432260;VENÂNCIO AIRES;54;
202411;RS;430163;BALNEÁRIO PINHAL;8;
202411;RS;431405;PAROBÉ;58;
202411;RS;430210;BENTO GONÇALVES;85;
202411;RS;430310;CACHOEIRINHA;78;
202410;RS;430463;CAPÃO DA CANOA;114;
202411;RS;432080;SOLEDADE;32;
202410;RS;430180;BARRACÃO;5;
202411;RS;431180;MARAU;39;
202411;RS;430700;ERECHIM;77;
202411;RS;430440;CANELA;44;
202411;RS;430660;DOM PEDRITO;18;
202411;RS;430940;GUAPORÉ;13;
202412;RS;430940;GUAPORÉ;11;
202411;RS;432240;URUGUAIANA;91;
202410;RS;430120;ARROIO DO TIGRE;15;
202411;RS;431600;ROLANTE;15;
202410;RS;432220;TUPANCIRETÃ;28;
202410;RS;431320;NOVA PETRÓPOLIS;16;
202410;RS;431190;MARCELINO RAMOS;2;
202406;RS;430770;ESTEIO;43;
202410;RS;432143;TERRA DE AREIA;8;
202410;RS;430580;CONSTANTINA;8;
202410;RS;430020;AJURICABA;9;
202410;RS;431041;INHACORÁ;2;
202408;RS;431514;PRESIDENTE LUCENA;4;
202410;RS;431179;MARATÁ;3;
202410;RS;431171;MAÇAMBARÁ;2;
202407;RS;432290;VIADUTOS;3;
202407;RS;430435;CANDIOTA;12;
202407;RS;431860;SÃO JOSÉ DO OURO;7;
202407;RS;431910;SÃO MARTINHO;7;
202403;RS;431760;SANTO ANTÔNIO DA PATRULHA;27;
202408;RS;432070;SOBRADINHO;6;
